transaction_id,sender_id,receiver_id,amount,currency,timestamp,channel
T0000362,C00104,C00038,10144.11,SEK,2026-01-25 19:42:21,transfer
T0000363,C00116,C00076,67365.01,SEK,2026-01-25 21:40:31,transfer
T0000364,C00115,C00023,51596.0,SEK,2026-01-26 02:09:57,transfer
T0000365,C00034,C00022,124247.06,SEK,2026-01-26 02:55:37,transfer
T0000366,C00067,C00004,30851.15,SEK,2026-01-26 08:29:25,transfer
T0000367,C00025,C00098,7619.03,SEK,2026-01-26 08:35:48,transfer
T0000368,C00077,C00024,6128.18,SEK,2026-01-26 08:46:37,transfer
T0000369,C00035,C00038,24290.63,SEK,2026-01-26 09:54:22,transfer
T0000370,C00012,C00022,31235.55,SEK,2026-01-26 17:40:15,transfer
T0000371,C00036,C00053,15464.27,SEK,2026-01-26 18:29:01,transfer
T0000372,C00074,C00040,5451.59,SEK,2026-01-26 20:45:37,transfer
T0000373,C00028,C00002,779.23,SEK,2026-01-26 21:02:57,transfer
T0000374,C00092,C00070,4758.39,SEK,2026-01-26 21:56:54,transfer
T0000375,C00107,C00112,1001.93,SEK,2026-01-27 00:51:54,transfer
T0000376,C00116,C00080,10897.55,SEK,2026-01-27 01:06:30,transfer
T0000377,C00108,C00077,16085.85,SEK,2026-01-27 03:17:20,card
T0000378,C00033,C00114,11731.66,SEK,2026-01-27 03:54:48,transfer
T0000379,C00072,C00096,6250.67,SEK,2026-01-27 04:29:04,transfer
T0000380,C00058,C00119,112415.33,SEK,2026-01-27 04:41:25,transfer
T0000381,C00026,C00086,678.08,SEK,2026-01-27 05:43:47,transfer
T0000382,C00083,C00043,19247.28,SEK,2026-01-27 06:13:19,transfer
T0000383,C00111,C00062,32483.64,SEK,2026-01-27 06:50:49,transfer
T0000384,C00110,C00090,1047.77,SEK,2026-01-27 07:58:39,transfer
T0000385,C00094,C00099,11577.43,SEK,2026-01-27 11:13:53,transfer
T0000386,C00054,C00014,8209.19,SEK,2026-01-27 13:43:57,transfer
T0000387,C00006,C00074,24030.94,SEK,2026-01-27 16:11:17,transfer
T0000388,C00069,C00104,15785.32,SEK,2026-01-27 17:03:57,transfer
T0000389,C00063,C00025,18817.8,SEK,2026-01-27 17:08:32,transfer
T0000390,C00023,C00034,11609.83,SEK,2026-01-27 21:23:32,transfer
T0000391,C00040,C00018,5406.86,SEK,2026-01-27 22:30:49,transfer
T0000392,C00026,C00012,35907.29,SEK,2026-01-27 23:41:52,transfer
T0000393,C00049,C00053,12046.41,SEK,2026-01-28 00:10:58,transfer
T0000394,C00098,C00035,11262.43,SEK,2026-01-28 00:36:27,card
T0000395,C00089,C00049,13302.53,SEK,2026-01-28 03:48:35,transfer
T0000396,C00118,C00108,17408.9,SEK,2026-01-28 05:39:53,transfer
T0000397,C00044,C00098,21313.21,SEK,2026-01-28 06:30:54,transfer
T0000398,C00075,C00060,6068.91,SEK,2026-01-28 06:50:09,transfer
T0000399,C00014,C00097,2205.87,SEK,2026-01-28 07:33:00,transfer
T0000400,C00060,C00081,5087.8,SEK,2026-01-28 07:47:23,transfer
T0000401,C00033,C00120,13626.61,SEK,2026-01-28 07:56:28,transfer
T0000402,C00037,C00087,11571.12,SEK,2026-01-28 08:25:54,transfer
T0000403,C00116,C00054,3421.24,SEK,2026-01-28 11:28:33,transfer
T0000404,C00069,C00055,2226.82,SEK,2026-01-28 12:24:52,transfer
T0000405,C00085,C00022,7095.07,SEK,2026-01-28 13:47:08,transfer
T0000406,C00062,C00050,8206.87,SEK,2026-01-28 18:30:27,transfer
T0000407,C00109,C00036,5101.04,SEK,2026-01-28 18:44:14,card
T0000408,C00020,C00042,24194.84,SEK,2026-01-28 20:27:21,transfer
T0000409,C00057,C00101,7201.8,SEK,2026-01-28 20:39:50,transfer
T0000410,C00107,C00042,1684.44,SEK,2026-01-28 23:02:37,card
T0000411,C00043,C00105,6578.49,SEK,2026-01-29 00:18:54,card
T0000412,C00030,C00027,10365.49,SEK,2026-01-29 02:49:27,transfer
T0000413,C00056,C00107,18331.08,SEK,2026-01-29 04:10:03,transfer
T0000414,C00087,C00054,6066.7,SEK,2026-01-29 05:02:10,transfer
T0000415,C00012,C00026,49405.68,SEK,2026-01-29 05:47:04,transfer
T0000416,C00105,C00103,3600.83,SEK,2026-01-29 06:20:25,card
T0000417,C00082,C00022,777.79,SEK,2026-01-29 07:18:31,transfer
T0000418,C00111,C00062,25357.95,SEK,2026-01-29 09:56:50,transfer
T0000419,C00017,C00065,3972.27,SEK,2026-01-29 15:54:37,transfer
T0000420,C00005,C00085,74671.87,SEK,2026-01-29 17:12:26,transfer
T0000421,CASH,C00051,8985.71,SEK,2026-01-29 18:39:31,cash_deposit
T0000422,CASH,C00031,8558.67,SEK,2026-01-29 22:16:28,cash_deposit
T0000423,C00046,C00044,6754.63,SEK,2026-01-29 22:32:35,transfer
T0000424,C00079,C00028,5201.24,SEK,2026-01-29 23:32:06,transfer
T0000425,C00059,C00084,19295.03,SEK,2026-01-30 04:25:34,card
T0000426,C00027,C00083,2065.93,SEK,2026-01-30 05:44:25,card
T0000427,C00085,C00007,14992.39,SEK,2026-01-30 06:03:56,card
T0000428,C00051,C00017,16844.8,SEK,2026-01-30 07:32:16,transfer
T0000429,C00038,C00094,110812.23,SEK,2026-01-30 09:36:52,card
T0000430,C00093,C00008,5028.58,SEK,2026-01-30 12:04:25,card
T0000431,C00070,C00057,15580.65,SEK,2026-01-30 13:32:28,transfer
T0000432,C00054,C00027,20008.16,SEK,2026-01-30 15:36:47,transfer
T0000433,CASH,C00031,9324.84,SEK,2026-01-30 15:43:15,cash_deposit
T0000434,C00061,C00013,14023.94,SEK,2026-01-30 16:48:13,transfer
T0000435,CASH,C00051,9136.85,SEK,2026-01-30 18:19:13,cash_deposit
T0000436,C00006,C00019,216311.62,SEK,2026-01-30 18:35:25,transfer
T0000437,C00063,C00081,17006.79,SEK,2026-01-30 19:14:40,transfer
T0000438,C00012,C00026,24029.05,SEK,2026-01-30 19:33:33,transfer
T0000439,C00059,C00084,18351.44,SEK,2026-01-30 20:19:21,transfer
T0000440,CASH,C00031,9538.66,SEK,2026-01-30 20:29:42,cash_deposit
T0000441,C00019,C00085,58756.27,SEK,2026-01-30 21:12:23,transfer
T0000442,C00119,C00065,13295.76,SEK,2026-01-30 23:53:49,transfer
T0000443,C00037,C00087,8084.83,SEK,2026-01-31 00:30:53,transfer
T0000444,C00016,C00092,57307.96,SEK,2026-01-31 00:50:21,transfer
T0000445,C00094,C00032,6048.22,SEK,2026-01-31 00:55:06,transfer
T0000446,CASH,C00031,8690.13,SEK,2026-01-31 00:55:24,cash_deposit
T0000447,C00019,C00055,82554.8,SEK,2026-01-31 01:11:33,transfer
T0000448,C00104,C00070,35393.22,SEK,2026-01-31 02:14:19,transfer
T0000449,C00024,C00010,15776.26,SEK,2026-01-31 02:32:20,card
T0000450,CASH,C00031,8805.31,SEK,2026-01-31 06:27:07,cash_deposit
T0000451,C00096,C00025,4954.36,SEK,2026-01-31 06:29:56,card
T0000452,CASH,C00031,9059.59,SEK,2026-01-31 09:52:07,cash_deposit
T0000453,CASH,C00031,9019.37,SEK,2026-01-31 10:07:42,cash_deposit
T0000454,C00012,C00077,35800.62,SEK,2026-01-31 10:43:15,transfer
T0000455,CASH,C00031,8895.14,SEK,2026-01-31 11:03:08,cash_deposit
T0000456,C00109,C00051,17475.79,SEK,2026-01-31 11:51:29,transfer
T0000457,C00022,C00016,10445.21,SEK,2026-01-31 11:54:04,card
T0000458,C00060,C00025,37899.64,SEK,2026-01-31 13:45:59,transfer
T0000459,CASH,C00051,8534.88,SEK,2026-01-31 15:16:28,cash_deposit
T0000460,CASH,C00051,9609.2,SEK,2026-01-31 16:15:33,cash_deposit
T0000461,C00070,C00002,22148.75,SEK,2026-01-31 23:37:13,transfer
T0000462,C00061,C00067,8566.85,SEK,2026-01-31 23:43:46,card
T0000463,C00021,C00001,2330.31,SEK,2026-02-01 01:01:50,transfer
T0000464,C00112,C00055,16166.46,SEK,2026-02-01 04:59:53,transfer
T0000465,C00010,C00041,20565.62,SEK,2026-02-01 05:02:54,transfer
T0000466,C00064,C00039,11045.28,SEK,2026-02-01 06:02:58,card
T0000467,C00058,C00119,71017.71,SEK,2026-02-01 07:34:07,transfer
T0000468,C00061,C00013,14565.83,SEK,2026-02-01 10:16:15,card
T0000469,C00050,C00057,12344.86,SEK,2026-02-01 10:47:37,card
T0000470,C00066,C00069,30292.76,SEK,2026-02-01 11:23:53,card
T0000471,C00044,C00097,4565.01,SEK,2026-02-01 12:55:42,transfer
T0000472,C00096,C00109,44197.0,SEK,2026-02-01 13:10:45,transfer
T0000473,C00050,C00113,9942.84,SEK,2026-02-01 19:43:01,transfer
T0000474,C00062,C00069,8451.69,SEK,2026-02-01 20:01:21,transfer
T0000475,C00032,C00031,16879.15,SEK,2026-02-01 20:18:17,card
T0000476,C00104,C00017,9040.15,SEK,2026-02-01 22:13:26,card
T0000477,C00014,C00097,2829.33,SEK,2026-02-01 22:15:06,card
T0000478,C00021,C00045,1068.27,SEK,2026-02-01 23:01:37,transfer
T0000479,C00052,C00104,14611.41,SEK,2026-02-01 23:14:19,transfer
T0000480,C00013,C00010,27064.51,SEK,2026-02-01 23:49:18,transfer
T0000481,C00037,C00087,5668.05,SEK,2026-02-02 04:54:13,transfer
T0000482,C00047,C00048,4555.97,SEK,2026-02-02 04:56:40,transfer
T0000483,C00033,C00113,9506.64,SEK,2026-02-02 06:08:07,card
T0000484,C00004,C00078,2065.81,SEK,2026-02-02 06:31:19,transfer
T0000485,C00104,C00120,14778.18,SEK,2026-02-02 08:26:13,transfer
T0000486,CASH,C00007,9025.71,SEK,2026-02-02 10:18:11,cash_deposit
T0000487,C00105,C00103,6721.43,SEK,2026-02-02 10:55:34,transfer
T0000488,C00077,C00080,6486.78,SEK,2026-02-02 12:03:55,transfer
T0000489,C00069,C00070,34634.44,SEK,2026-02-02 13:17:47,transfer
T0000490,C00094,C00105,14608.71,SEK,2026-02-02 13:49:52,card
T0000491,C00092,C00070,1467.79,SEK,2026-02-02 17:02:46,transfer
T0000492,C00099,C00096,3141.6,SEK,2026-02-02 18:43:49,transfer
T0000493,C00022,C00077,35961.76,SEK,2026-02-02 19:20:14,transfer
T0000494,C00053,C00020,9739.91,SEK,2026-02-02 19:54:44,transfer
T0000495,C00031,C00095,1252.94,SEK,2026-02-02 23:58:50,transfer
T0000496,C00053,C00017,12560.7,SEK,2026-02-03 00:33:32,card
T0000497,C00097,C00078,23034.35,SEK,2026-02-03 02:11:03,transfer
T0000498,C00009,C00099,11385.38,SEK,2026-02-03 02:55:57,transfer
T0000499,CASH,C00007,8516.29,SEK,2026-02-03 03:11:03,cash_deposit
T0000500,C00095,C00005,2095.13,SEK,2026-02-03 03:38:32,transfer
T0000501,C00107,C00042,1046.3,SEK,2026-02-03 04:53:13,transfer
T0000502,C00107,C00041,633.89,SEK,2026-02-03 05:52:11,transfer
T0000503,C00003,C00082,10415.89,SEK,2026-02-03 09:01:20,card
T0000504,C00022,C00120,11034.46,SEK,2026-02-03 09:10:04,card
T0000505,CASH,C00007,8988.24,SEK,2026-02-03 09:41:29,cash_deposit
T0000506,C00011,C00039,3862.19,SEK,2026-02-03 11:24:43,transfer
T0000507,C00040,C00076,5277.33,SEK,2026-02-03 11:32:28,transfer
T0000508,CASH,C00007,8585.12,SEK,2026-02-03 12:42:38,cash_deposit
T0000509,C00046,C00026,18636.01,SEK,2026-02-03 14:11:59,transfer
T0000510,CASH,C00007,8840.15,SEK,2026-02-03 17:24:54,cash_deposit
T0000511,C00007,C00009,8922.46,SEK,2026-02-03 18:20:34,transfer
T0000512,C00048,C00074,3936.13,SEK,2026-02-03 20:08:33,transfer
T0000513,C00096,C00057,20201.29,SEK,2026-02-03 20:11:48,transfer
T0000514,C00063,C00108,13061.16,SEK,2026-02-03 22:41:42,transfer
T0000515,C00012,C00022,49183.09,SEK,2026-02-03 23:16:31,transfer
T0000516,C00088,C00099,21556.58,SEK,2026-02-04 00:43:19,transfer
T0000517,CASH,C00007,9450.95,SEK,2026-02-04 04:11:38,cash_deposit
T0000518,C00082,C00011,711.68,SEK,2026-02-04 04:59:25,transfer
T0000519,C00087,C00054,4134.6,SEK,2026-02-04 06:14:56,transfer
T0000520,C00060,C00072,38868.35,SEK,2026-02-04 07:39:47,transfer
T0000521,C00110,C00053,1315.85,SEK,2026-02-04 08:48:24,transfer
T0000522,C00098,C00063,17970.55,SEK,2026-02-04 08:49:52,transfer
T0000523,C00070,C00005,5866.85,SEK,2026-02-04 10:26:22,transfer
T0000524,C00091,C00090,3045.13,SEK,2026-02-04 12:14:24,transfer
T0000525,C00067,C00092,44121.82,SEK,2026-02-04 14:09:16,transfer
T0000526,C00015,C00079,15128.37,SEK,2026-02-04 15:50:20,transfer
T0000527,C00032,C00084,19512.05,SEK,2026-02-04 17:01:05,transfer
T0000528,C00029,C00105,11294.97,SEK,2026-02-04 21:50:10,transfer
T0000529,C00112,C00014,12983.27,SEK,2026-02-04 22:03:41,card
T0000530,C00035,C00002,18717.64,SEK,2026-02-05 02:15:33,transfer
T0000531,C00065,C00084,652.3,SEK,2026-02-05 05:56:47,transfer
T0000532,C00013,C00119,19606.5,SEK,2026-02-05 07:47:05,transfer
T0000533,C00082,C00011,1951.64,SEK,2026-02-05 11:06:07,transfer
T0000534,C00087,C00054,5633.6,SEK,2026-02-05 11:55:45,transfer
T0000535,C00025,C00049,26628.59,SEK,2026-02-05 13:24:50,transfer
T0000536,C00027,C00083,8856.85,SEK,2026-02-05 17:37:53,transfer
T0000537,C00002,C00069,26827.84,SEK,2026-02-05 19:38:10,transfer
T0000538,C00068,C00025,22449.26,SEK,2026-02-06 00:18:03,transfer
T0000539,C00047,C00048,19214.03,SEK,2026-02-06 01:49:23,transfer
T0000540,C00071,C00007,9140.57,SEK,2026-02-06 04:16:57,card
T0000541,C00104,C00017,10439.31,SEK,2026-02-06 04:22:46,transfer
T0000542,C00021,C00098,2551.63,SEK,2026-02-06 05:22:52,card
T0000543,C00075,C00048,51855.69,SEK,2026-02-06 09:34:18,transfer
T0000544,C00002,C00050,6914.28,SEK,2026-02-06 10:44:33,transfer
T0000545,C00044,C00001,9629.17,SEK,2026-02-06 10:45:36,transfer
T0000546,C00099,C00096,8103.95,SEK,2026-02-06 10:57:01,transfer
T0000547,C00051,C00017,11254.27,SEK,2026-02-06 12:34:11,transfer
T0000548,C00056,C00094,13350.61,SEK,2026-02-06 12:58:12,transfer
T0000549,C00017,C00065,4698.24,SEK,2026-02-06 13:01:22,transfer
T0000550,C00082,C00011,1517.4,SEK,2026-02-06 13:15:40,transfer
T0000551,C00048,C00087,48621.42,SEK,2026-02-06 13:50:06,transfer
T0000552,C00022,C00012,27025.9,SEK,2026-02-06 17:53:50,transfer
T0000553,C00002,C00110,11838.47,SEK,2026-02-06 19:25:44,transfer
T0000554,C00029,C00004,10948.93,SEK,2026-02-06 22:30:09,transfer
T0000555,C00104,C00057,47062.25,SEK,2026-02-06 22:39:53,transfer
T0000556,C00113,C00080,50,SEK,2026-02-07 01:22:49,transfer
T0000557,C00096,C00104,19591.01,SEK,2026-02-07 04:45:38,transfer
T0000558,C00057,C00011,4595.48,SEK,2026-02-07 07:43:58,transfer
T0000559,C00016,C00093,66999.23,SEK,2026-02-07 09:40:39,card
T0000560,C00091,C00061,3477.25,SEK,2026-02-07 14:05:49,transfer
T0000561,C00002,C00011,14583.27,SEK,2026-02-07 14:32:45,transfer
T0000562,C00104,C00070,19339.02,SEK,2026-02-07 15:13:17,transfer
T0000563,C00013,C00119,16136.94,SEK,2026-02-07 16:08:17,transfer
T0000564,C00081,C00098,12339.55,SEK,2026-02-07 19:23:14,transfer
T0000565,C00056,C00094,6921.01,SEK,2026-02-07 19:40:28,transfer
T0000566,C00027,C00083,11375.4,SEK,2026-02-07 20:14:44,transfer
T0000567,C00098,C00047,24528.05,SEK,2026-02-07 20:15:56,card
T0000568,C00069,C00030,1172.75,SEK,2026-02-07 21:24:02,transfer
T0000569,C00070,C00104,29905.09,SEK,2026-02-07 22:03:59,transfer
T0000570,C00016,C00092,127165.9,SEK,2026-02-08 00:21:33,transfer
T0000571,C00039,C00118,4238.81,SEK,2026-02-08 01:38:12,card
T0000572,C00002,C00110,6284.62,SEK,2026-02-08 03:18:37,transfer
T0000573,C00068,C00025,30481.5,SEK,2026-02-08 03:38:59,transfer
T0000574,C00060,C00017,3598.16,SEK,2026-02-08 03:50:45,transfer
T0000575,C00110,C00053,1510.23,SEK,2026-02-08 06:08:24,card
T0000576,C00040,C00080,9835.9,SEK,2026-02-08 06:57:35,transfer
T0000577,C00004,C00011,2851.49,SEK,2026-02-08 07:35:53,transfer
T0000578,C00062,C00025,3676.89,SEK,2026-02-08 09:26:17,transfer
T0000579,C00104,C00002,32785.58,SEK,2026-02-08 10:46:46,transfer
T0000580,C00116,C00054,6607.95,SEK,2026-02-08 12:13:56,card
T0000581,C00098,C00049,35501.11,SEK,2026-02-08 16:08:31,transfer
T0000582,C00104,C00024,10117.47,SEK,2026-02-08 16:13:47,card
T0000583,C00103,C00100,25112.23,SEK,2026-02-08 18:14:15,card
T0000584,C00022,C00048,22607.04,SEK,2026-02-08 18:41:18,transfer
T0000585,C00008,C00021,71438.33,SEK,2026-02-08 20:43:37,transfer
T0000586,C00089,C00100,16291.03,SEK,2026-02-08 21:54:11,card
T0000587,C00021,C00047,67720.81,SEK,2026-02-08 22:32:08,transfer
T0000588,C00089,C00100,13083.92,SEK,2026-02-09 00:17:27,transfer
T0000589,C00114,C00013,108454.3,SEK,2026-02-09 01:30:35,card
T0000590,C00093,C00042,1365.0,SEK,2026-02-09 02:25:35,transfer
T0000591,C00070,C00091,8071.35,SEK,2026-02-09 07:13:36,card
T0000592,C00083,C00028,3192.47,SEK,2026-02-09 07:18:51,transfer
T0000593,C00038,C00028,4958.07,SEK,2026-02-09 08:30:11,transfer
T0000594,C00019,C00095,48603.75,SEK,2026-02-09 11:38:35,card
T0000595,C00043,C00028,2653.81,SEK,2026-02-09 12:10:42,transfer
T0000596,C00079,C00004,7156.27,SEK,2026-02-09 12:16:24,card
T0000597,C00056,C00094,16026.2,SEK,2026-02-09 12:28:19,card
T0000598,C00094,C00105,8142.01,SEK,2026-02-09 13:29:25,transfer
T0000599,C00033,C00064,13123.18,SEK,2026-02-09 13:37:29,card
T0000600,C00109,C00051,23414.08,SEK,2026-02-09 14:27:34,transfer
T0000601,C00112,C00028,3665.34,SEK,2026-02-09 16:38:00,transfer
T0000602,C00023,C00034,5391.72,SEK,2026-02-09 17:23:28,card
T0000603,C00073,C00027,13995.45,SEK,2026-02-09 18:09:21,card
T0000604,C00050,C00028,2794.95,SEK,2026-02-09 18:55:26,transfer
T0000605,C00036,C00053,4927.07,SEK,2026-02-09 19:55:24,transfer
T0000606,C00058,C00028,1964.03,SEK,2026-02-09 20:56:20,transfer
T0000607,C00040,C00056,8396.24,SEK,2026-02-09 21:12:58,transfer
T0000608,C00040,C00028,2884.69,SEK,2026-02-09 21:24:22,transfer
T0000609,C00115,C00003,98890.51,SEK,2026-02-09 23:46:54,transfer
T0000610,C00048,C00012,37664.91,SEK,2026-02-10 00:36:26,transfer
T0000611,C00075,C00030,6545.0,SEK,2026-02-10 01:02:39,transfer
T0000612,C00038,C00027,103423.66,SEK,2026-02-10 01:21:23,transfer
T0000613,C00091,C00092,3788.69,SEK,2026-02-10 02:21:46,card
T0000614,C00063,C00028,5654.52,SEK,2026-02-10 02:37:49,transfer
T0000615,C00057,C00109,6828.14,SEK,2026-02-10 04:02:05,card
T0000616,C00026,C00086,1699.76,SEK,2026-02-10 04:18:28,transfer
T0000617,C00018,C00001,1988.35,SEK,2026-02-10 04:22:43,transfer
T0000618,C00103,C00028,4364.49,SEK,2026-02-10 05:31:20,transfer
T0000619,C00057,C00028,4050.73,SEK,2026-02-10 09:55:05,transfer
T0000620,C00072,C00098,21148.2,SEK,2026-02-10 10:00:13,transfer
T0000621,C00114,C00028,5277.47,SEK,2026-02-10 10:59:00,transfer
T0000622,C00065,C00084,1330.45,SEK,2026-02-10 11:15:36,transfer
T0000623,C00011,C00060,1338.68,SEK,2026-02-10 12:39:43,transfer
T0000624,C00012,C00046,38962.69,SEK,2026-02-10 13:23:24,transfer
T0000625,C00018,C00004,11777.75,SEK,2026-02-10 13:40:39,card
T0000626,C00025,C00028,3445.99,SEK,2026-02-10 14:31:50,transfer
T0000627,C00023,C00052,9747.67,SEK,2026-02-10 17:02:27,transfer
T0000628,C00019,C00020,23500.79,SEK,2026-02-10 17:57:07,transfer
T0000629,C00030,C00072,19344.29,SEK,2026-02-10 18:37:13,transfer
T0000630,C00028,C00067,7484.41,SEK,2026-02-10 20:56:43,card
T0000631,C00069,C00104,37484.04,SEK,2026-02-10 22:48:44,transfer
T0000632,C00095,C00005,2212.23,SEK,2026-02-11 01:25:36,transfer
T0000633,C00070,C00114,6600.4,SEK,2026-02-11 01:50:22,transfer
T0000634,C00108,C00077,30793.04,SEK,2026-02-11 03:40:14,transfer
T0000635,C00084,C00075,3228.56,SEK,2026-02-11 03:47:58,transfer
T0000636,C00062,C00050,3500.78,SEK,2026-02-11 04:09:55,transfer
T0000637,C00074,C00100,8114.25,SEK,2026-02-11 05:21:07,card
T0000638,C00086,C00032,5123.5,SEK,2026-02-11 05:27:19,transfer
T0000639,C00041,C00023,4259.99,SEK,2026-02-11 09:34:22,transfer
T0000640,C00040,C00025,8958.3,SEK,2026-02-11 10:37:33,card
T0000641,C00028,C00016,40693.29,SEK,2026-02-11 12:45:39,transfer
T0000642,C00088,C00099,37045.11,SEK,2026-02-11 13:28:12,card
T0000643,C00027,C00075,9332.47,SEK,2026-02-11 14:02:17,transfer
T0000644,C00054,C00074,19042.49,SEK,2026-02-11 15:05:21,transfer
T0000645,C00012,C00066,15542.2,SEK,2026-02-11 16:40:59,card
T0000646,C00070,C00106,7446.36,SEK,2026-02-11 17:37:04,transfer
T0000647,C00070,C00096,38846.73,SEK,2026-02-11 17:43:27,transfer
T0000648,C00063,C00049,25007.12,SEK,2026-02-11 20:53:05,transfer
T0000649,C00081,C00093,9277.65,SEK,2026-02-11 21:29:24,transfer
T0000650,C00057,C00119,7776.43,SEK,2026-02-11 21:49:57,card
T0000651,C00118,C00100,30588.55,SEK,2026-02-11 23:17:36,transfer
T0000652,C00067,C00107,47767.33,SEK,2026-02-12 01:58:48,transfer
T0000653,C00106,C00020,3574.04,SEK,2026-02-12 02:27:09,transfer
T0000654,C00023,C00034,9510.51,SEK,2026-02-12 02:39:36,card
T0000655,C00049,C00044,46290.94,SEK,2026-02-12 03:34:18,transfer
T0000656,C00012,C00077,47048.1,SEK,2026-02-12 05:04:13,transfer
T0000657,C00096,C00025,10124.05,SEK,2026-02-12 06:26:42,transfer
T0000658,C00023,C00034,5785.51,SEK,2026-02-12 08:46:00,transfer
T0000659,C00018,C00001,8261.41,SEK,2026-02-12 11:56:09,card
T0000660,C00018,C00052,10215.47,SEK,2026-02-12 12:14:11,transfer
T0000661,C00087,C00054,6365.92,SEK,2026-02-12 13:10:50,card
T0000662,C00091,C00061,3472.78,SEK,2026-02-12 13:49:36,transfer
T0000663,C00098,C00044,38297.88,SEK,2026-02-12 14:43:59,transfer
T0000664,C00112,C00093,10142.34,SEK,2026-02-12 18:05:47,card
T0000665,C00098,C00072,29132.8,SEK,2026-02-12 18:11:32,transfer
T0000666,C00054,C00012,26055.05,SEK,2026-02-12 18:22:10,transfer
T0000667,C00118,C00108,1880.1,SEK,2026-02-12 18:39:43,transfer
T0000668,C00047,C00017,19153.28,SEK,2026-02-12 19:38:57,transfer
T0000669,C00078,C00118,17582.31,SEK,2026-02-12 23:04:31,transfer
T0000670,C00118,C00100,12233.6,SEK,2026-02-13 01:22:09,transfer
T0000671,C00098,C00043,10818.16,SEK,2026-02-13 06:20:22,card
T0000672,C00059,C00084,15549.14,SEK,2026-02-13 07:02:54,transfer
T0000673,C00016,C00092,85452.65,SEK,2026-02-13 13:48:36,card
T0000674,C00002,C00057,47228.9,SEK,2026-02-13 14:12:46,transfer
T0000675,C00015,C00018,6286.88,SEK,2026-02-13 14:14:26,card
T0000676,C00110,C00084,1224.83,SEK,2026-02-13 14:59:24,transfer
T0000677,C00069,C00087,8471.51,SEK,2026-02-13 17:48:14,transfer
T0000678,C00021,C00028,3697.69,SEK,2026-02-13 18:26:29,card
T0000679,C00026,C00022,33878.63,SEK,2026-02-13 18:40:46,transfer
T0000680,C00043,C00034,25302.98,SEK,2026-02-13 20:17:16,transfer
T0000681,C00043,C00003,6130.65,SEK,2026-02-13 22:10:59,transfer
T0000682,C00022,C00048,43563.6,SEK,2026-02-13 22:51:10,transfer
T0000683,C00100,C00116,16665.07,SEK,2026-02-14 00:35:43,transfer
T0000684,C00013,C00028,18229.16,SEK,2026-02-14 02:03:17,transfer
T0000685,C00010,C00041,91903.87,SEK,2026-02-14 03:01:48,transfer
T0000686,C00089,C00049,9476.3,SEK,2026-02-14 05:08:57,transfer
T0000687,C00057,C00104,15699.07,SEK,2026-02-14 05:26:47,transfer
T0000688,C00057,C00070,24977.22,SEK,2026-02-14 06:09:27,transfer
T0000689,C00094,C00004,13184.52,SEK,2026-02-14 06:48:25,transfer
T0000690,C00077,C00080,8135.15,SEK,2026-02-14 07:03:31,transfer
T0000691,C00063,C00001,18014.76,SEK,2026-02-14 09:36:56,transfer
T0000692,C00053,C00083,14834.46,SEK,2026-02-14 09:43:30,transfer
T0000693,C00107,C00041,1125.76,SEK,2026-02-14 10:25:20,transfer
T0000694,C00046,C00026,45271.72,SEK,2026-02-14 15:34:51,transfer
T0000695,C00054,C00059,9195.33,SEK,2026-02-14 16:39:19,transfer
T0000696,C00116,C00076,16062.45,SEK,2026-02-14 16:45:37,transfer
T0000697,C00108,C00077,21519.29,SEK,2026-02-14 17:33:46,transfer
T0000698,C00015,C00018,13740.77,SEK,2026-02-14 20:03:33,transfer
T0000699,C00097,C00117,27402.66,SEK,2026-02-14 21:07:45,transfer
T0000700,C00002,C00096,47359.09,SEK,2026-02-14 21:26:59,transfer
T0000701,C00104,C00096,21355.66,SEK,2026-02-14 21:29:12,transfer
T0000702,C00078,C00118,13192.44,SEK,2026-02-14 21:49:48,card
T0000703,C00100,C00091,5709.75,SEK,2026-02-14 22:08:10,transfer
T0000704,C00044,C00097,6309.7,SEK,2026-02-15 00:00:13,transfer
T0000705,C00091,C00092,1489.88,SEK,2026-02-15 00:22:30,card
T0000706,C00095,C00005,1715.91,SEK,2026-02-15 01:46:17,transfer
T0000707,C00013,C00091,4111.85,SEK,2026-02-15 01:51:02,transfer
T0000708,C00101,C00091,2201.07,SEK,2026-02-15 02:16:57,transfer
T0000709,C00079,C00091,5713.68,SEK,2026-02-15 03:20:24,transfer
T0000710,C00068,C00091,5115.34,SEK,2026-02-15 03:45:54,transfer
T0000711,C00048,C00071,2883.16,SEK,2026-02-15 03:59:52,card
T0000712,C00069,C00070,21965.61,SEK,2026-02-15 05:40:05,transfer
T0000713,C00063,C00044,29312.34,SEK,2026-02-15 07:16:33,transfer
T0000714,C00105,C00091,1789.13,SEK,2026-02-15 09:19:42,transfer
T0000715,C00004,C00058,2555.03,SEK,2026-02-15 09:22:43,transfer
T0000716,C00093,C00091,3235.61,SEK,2026-02-15 09:55:28,transfer
T0000717,C00034,C00062,133204.97,SEK,2026-02-15 10:25:55,card
T0000718,C00090,C00104,27637.47,SEK,2026-02-15 10:36:17,card
T0000719,C00076,C00091,5283.61,SEK,2026-02-15 11:45:52,transfer
T0000720,C00095,C00060,1812.51,SEK,2026-02-15 13:47:13,transfer
T0000721,C00098,C00049,48791.67,SEK,2026-02-15 14:01:42,transfer
